threshold,precision,recall,f_beta
-4.854967,0.784875,1.0,0.8794733524751708
-4.8496976,0.7849240577536096,1.0,0.879504149595053
-4.7149796,0.784973121640205,1.0,0.8795349488718984
-4.5108023,0.7850221916609365,1.0,0.8795657503059333
-4.431929,0.7850712678169542,1.0,0.8795965538973849
-4.407128,0.7851203501094092,1.0,0.8796273596464795
-4.4030423,0.7851694385394523,1.0,0.8796581675534438
-4.2554407,0.7852185331082349,1.0,0.8796889776185047
-4.223695,0.7852676338169085,1.0,0.8797197898418889
-4.219508,0.7853167406666249,1.0,0.8797506042238233
-4.216353,0.7853658536585366,1.0,0.8797814207645345
-4.211876,0.7854149727937957,1.0,0.8798122394642496
-4.1596684,0.7854640980735552,1.0,0.8798430603231953
-4.1518188,0.785513229498968,1.0,0.8798738833415987
-4.023948,0.7855623670711873,1.0,0.8799047085196866
-4.021587,0.7856115107913669,1.0,0.8799355358576861
-3.9963517,0.7856606606606606,1.0,0.8799663653558242
-3.9875302,0.7857098166802228,1.0,0.879997197014328
-3.983025,0.7857589788512076,1.0,0.8800280308334245
-3.9774852,0.78580814717477,1.0,0.8800588668133408
-3.9617915,0.7858573216520651,1.0,0.8800897049543044
-3.9295883,0.7859065022842481,1.0,0.8801205452565418
-3.9055142,0.7859556890724747,1.0,0.880151387720281
-3.8912497,0.7859422920448145,0.9999203694855868,0.8801121429818095
-3.8677158,0.7859914872308462,0.9999203694855868,0.8801429873128876
-3.864687,0.7860406885758998,0.9999203694855868,0.8801738338059767
-3.8631463,0.7860898960811319,0.9999203694855868,0.8802046824613043
-3.846045,0.7861391097476993,0.9999203694855868,0.8802355332790978
-3.8210816,0.7861883295767593,0.9999203694855868,0.8802663862595841
-3.8205051,0.7862375555694696,0.9999203694855868,0.8802972414029914
-3.779974,0.7862867877269881,0.9999203694855868,0.8803280987095463
-3.76052,0.7863360260504728,0.9999203694855868,0.8803589581794768
-3.7501264,0.7863852705410822,0.9999203694855868,0.8803898198130106
-3.7459931,0.7864345211999749,0.9999203694855868,0.8804206836103747
-3.7241426,0.7864837780283102,0.9999203694855868,0.880451549571797
-3.7127404,0.7865330410272471,0.9999203694855868,0.8804824176975052
-3.706822,0.7865823101979453,0.9999203694855868,0.8805132879877267
-3.706479,0.7866315855415649,0.9999203694855868,0.8805441604426892
-3.7008243,0.7866808670592658,0.9999203694855868,0.8805750350626206
-3.6965709,0.7867301547522085,0.9999203694855868,0.8806059118477486
-3.6545763,0.7867794486215539,0.9999203694855868,0.8806367907983008
-3.6392784,0.786828748668463,0.9999203694855868,0.8806676719145051
-3.6389155,0.786878054894097,0.9999203694855868,0.8806985551965893
-3.6247654,0.7869273672996178,0.9999203694855868,0.8807294406447814
-3.6225104,0.786976685886187,0.9999203694855868,0.8807603282593093
-3.6207876,0.7870260106549671,0.9999203694855868,0.8807912180404006
-3.6060824,0.7870753416071204,0.9999203694855868,0.8808221099882837
-3.599296,0.78712467874381,0.9999203694855868,0.8808530041031862
-3.5984159,0.7871740220661986,0.9999203694855868,0.8808839003853365
-3.5927873,0.7872233715754499,0.9999203694855868,0.8809147988349626
-3.5894928,0.7872727272727272,0.9999203694855868,0.8809456994522922
-3.5893998,0.7873220891591949,0.9999203694855868,0.8809766022375538
-3.5805736,0.7873714572360171,0.9999203694855868,0.8810075071909755
-3.5567298,0.7874208315043582,0.9999203694855868,0.8810384143127853
-3.5453973,0.7874702119653831,0.9999203694855868,0.8810693236032118
-3.5432706,0.7875195986202571,0.9999203694855868,0.8811002350624828
-3.5352898,0.7875689914701455,0.9999203694855868,0.881131148690827
-3.5333462,0.787618390516214,0.9999203694855868,0.8811620644884723
-3.5274177,0.7876677957596286,0.9999203694855868,0.8811929824556473
-3.5080466,0.7877172072015557,0.9999203694855868,0.8812239025925803
-3.4799562,0.7877666248431618,0.9999203694855868,0.8812548248995
-3.4795465,0.787816048685614,0.9999203694855868,0.8812857493766344
-3.4670038,0.7878654787300791,0.9999203694855868,0.8813166760242122
-3.4557304,0.7879149149777248,0.9999203694855868,0.8813476048424619
-3.4492612,0.7879643574297188,0.9999203694855868,0.8813785358316119
-3.4455543,0.7880138060872294,0.9999203694855868,0.881409468991891
-3.4454255,0.7880632609514246,0.9999203694855868,0.8814404043235277
-3.4411674,0.7881127220234733,0.9999203694855868,0.8814713418267507
-3.4191012,0.7881621893045443,0.9999203694855868,0.8815022815017884
-3.4171553,0.7882116627958069,0.9999203694855868,0.8815332233488699
-3.4137769,0.7882611424984306,0.9999203694855868,0.8815641673682235
-3.4134378,0.7883106284135852,0.9999203694855868,0.8815951135600784
-3.4104228,0.788360120542441,0.9999203694855868,0.8816260619246632
-3.4085321,0.7884096188861681,0.9999203694855868,0.8816570124622065
-3.4083543,0.7884591234459375,0.9999203694855868,0.8816879651729376
-3.40792,0.78850863422292,0.9999203694855868,0.8817189200570852
-3.4058986,0.7885581512182869,0.9999203694855868,0.8817498771148781
-3.4057178,0.7886076744332098,0.9999203694855868,0.8817808363465454
-3.4025187,0.7886572038688607,0.9999203694855868,0.8818117977523159
-3.4012651,0.7887067395264117,0.9999203694855868,0.8818427613324189
-3.4006982,0.7887562814070351,0.9999203694855868,0.8818737270870833
-3.400279,0.788805829511904,0.9999203694855868,0.8819046950165381
-3.3897905,0.7888553838421912,0.9999203694855868,0.8819356651210126
-3.3861127,0.7889049443990702,0.9999203694855868,0.881966637400736
-3.3845816,0.7889545111837145,0.9999203694855868,0.8819976118559374
-3.3832555,0.7890040841972982,0.9999203694855868,0.8820285884868457
-3.3741198,0.7890536634409954,0.9999203694855868,0.8820595672936906
-3.3690305,0.7891032489159806,0.9999203694855868,0.8820905482767011
-3.3583732,0.7891528406234288,0.9999203694855868,0.8821215314361068
-3.3545718,0.7892024385645151,0.9999203694855868,0.8821525167721368
-3.344016,0.7892520427404148,0.9999203694855868,0.8821835042850205
-3.3378787,0.7893016531523037,0.9999203694855868,0.8822144939749872
-3.3308206,0.7893512698013578,0.9999203694855868,0.8822454858422667
-3.3293686,0.7894008926887534,0.9999203694855868,0.882276479887088
-3.326388,0.789450521815667,0.9999203694855868,0.8823074761096812
-3.3222308,0.7895001571832757,0.9999203694855868,0.8823384745102753
-3.3115096,0.7895497987927566,0.9999203694855868,0.8823694750891
-3.3097754,0.789599446645287,0.9999203694855868,0.8824004778463851
-3.2864017,0.789649100742045,0.9999203694855868,0.88243148278236
-3.2859292,0.7896987610842086,0.9999203694855868,0.8824624898972544
-3.284409,0.7897484276729559,0.9999203694855868,0.8824934991912983
-3.2815762,0.789798100509466,0.9999203694855868,0.882524510664721
-3.2810502,0.7898477795949176,0.9999203694855868,0.8825555243177525
-3.2758226,0.7898974649304901,0.9999203694855868,0.8825865401506225
-3.272987,0.7899471565173629,0.9999203694855868,0.8826175581635611
-3.267126,0.789996854356716,0.9999203694855868,0.8826485783567977
-3.266142,0.7900465584497295,0.9999203694855868,0.8826796007305626
-3.26537,0.7900962687975839,0.9999203694855868,0.8827106252850855
-3.2650876,0.7901459854014599,0.9999203694855868,0.8827416520205964
-3.2606516,0.7901957082625386,0.9999203694855868,0.8827726809373253
-3.260521,0.7902454373820013,0.9999203694855868,0.8828037120355023
-3.2582965,0.7902951727610297,0.9999203694855868,0.8828347453153573
-3.256506,0.7903449144008057,0.9999203694855868,0.8828657807771206
-3.2553782,0.7903946623025115,0.9999203694855868,0.8828968184210221
-3.2545972,0.7904444164673298,0.9999203694855868,0.8829278582472919
-3.2517223,0.7904941768964432,0.9999203694855868,0.8829589002561604
-3.2493906,0.790543943591035,0.9999203694855868,0.8829899444478577
-3.230217,0.7905937165522886,0.9999203694855868,0.8830209908226143
-3.22964,0.7906434957813877,0.9999203694855868,0.88305203938066
-3.2268958,0.7906932812795164,0.9999203694855868,0.8830830901222256
-3.2262716,0.790743073047859,0.9999203694855868,0.8831141430475411
-3.224741,0.7907928710876,0.9999203694855868,0.883145198156837
-3.2207437,0.7908426753999245,0.9999203694855868,0.8831762554503437
-3.218998,0.7908924859860175,0.9999203694855868,0.8832073149282916
-3.2124763,0.7909423028470648,0.9999203694855868,0.8832383765909114
