update,epoch,batch,learning_rate,binary_cross_entropy,regularization_loss,total_loss
319,20,15,0.004479140087646835,0.46336713433265686,0.0001166495755314827,0.46348378390818834
320,20,16,0.004472135954999579,0.48014381527900696,0.00011682149767875671,0.48026063677668573
321,21,1,0.004465164577487581,0.470073938369751,0.00011704234778881073,0.4701909807175398
322,21,2,0.004458225700602822,0.46689558029174805,0.00011726762354373932,0.4670128479152918
323,21,3,0.004451319072597258,0.4823935031890869,0.00011747860163450242,0.48251098179072144
324,21,4,0.0044444444444444444,0.47497907280921936,0.00011770491302013398,0.4750967777222395
325,21,5,0.0044376015698018335,0.48381102085113525,0.00011790315806865692,0.4839289240092039
326,21,6,0.00443079020497369,0.47603875398635864,0.00011814223229885102,0.4761568962186575
327,21,7,0.004424010108874648,0.4724937975406647,0.00011837512999773026,0.4726121726706624
328,21,8,0.0044172610429938615,0.4649907052516937,0.00011856146156787873,0.4651092667132616
329,21,9,0.00441054277135977,0.47620248794555664,0.00011876311898231506,0.47632125106453893
330,21,10,0.004403855060505443,0.4614446759223938,0.00011901859939098359,0.4615636945217848
331,21,11,0.004397197679434502,0.46990787982940674,0.00011926864087581635,0.47002714847028254
332,21,12,0.004390570399587614,0.4744892120361328,0.00011947646737098694,0.4746086885035038
333,21,13,0.004383972994809528,0.4840376377105713,0.0001196853369474411,0.48415732304751874
334,21,14,0.004377405241316662,0.4754590392112732,0.00011988767981529236,0.4755789268910885
335,21,15,0.004370866917665224,0.46881937980651855,0.00012007607519626617,0.4689394558817148
336,21,16,0.004364357804719848,0.48421573638916016,0.00012020816653966904,0.48433594455569984
337,22,1,0.0043578776856227465,0.47351348400115967,0.00012039464712142944,0.4736338786482811
338,22,2,0.00435142634576337,0.4744897484779358,0.00012065171450376511,0.47461040019243955
339,22,3,0.0043450035727485474,0.47297194600105286,0.00012088698148727417,0.4730928329825401
340,22,4,0.004338609156373124,0.4633062481880188,0.00012112174928188324,0.46342736993730066
341,22,5,0.004332242888591059,0.4896042048931122,0.00012128929793834687,0.48972549419105055
342,22,6,0.004325904563487001,0.47957223653793335,0.00012147389352321625,0.4796937104314566
343,22,7,0.004319593977248311,0.4604477286338806,0.00012171834707260132,0.4605694469809532
344,22,8,0.004313310928137536,0.485391765832901,0.00012188296020030976,0.4855136487931013
345,22,9,0.004307055216465325,0.47053155303001404,0.00012208995223045348,0.4706536429822445
346,22,10,0.004300826644563762,0.4710874557495117,0.0001223115101456642,0.4712097672596574
347,22,11,0.004294625016760152,0.46943986415863037,0.00012253936380147935,0.46956240352243184
348,22,12,0.004288450139351179,0.47084611654281616,0.00012273602932691573,0.4709688525721431
349,22,13,0.004282301820577514,0.4680413603782654,0.00012294166535139085,0.46816430204361675
350,22,14,0.00427617987059879,0.47760868072509766,0.00012309999763965608,0.4777317807227373
351,22,15,0.004270084101468991,0.46103382110595703,0.00012334221601486206,0.4611571633219719
352,22,16,0.004264014327112209,0.4501326084136963,0.0001235014647245407,0.45025610987842085
353,23,1,0.004257970363298796,0.47485676407814026,0.00012371750175952913,0.4749804815798998
354,23,2,0.004251952027621872,0.4873522222042084,0.00012390808761119843,0.4874761302918196
355,23,3,0.004245959139474202,0.45914310216903687,0.00012409287691116333,0.45926719504594804
356,23,4,0.0042399915200254405,0.47737759351730347,0.00012428998202085496,0.4775018834993243
357,23,5,0.004234048992199705,0.46800634264945984,0.00012448501586914064,0.468130827665329
358,23,6,0.0042281313806535195,0.47197169065475464,0.00012466172873973848,0.4720963523834944
359,23,7,0.004222238511754076,0.4728294610977173,0.00012487682700157166,0.47295433792471886
360,23,8,0.0042163702135578395,0.4695902168750763,0.00012508395314216614,0.46971530082821844
361,23,9,0.004210526315789474,0.46088263392448425,0.0001252698749303818,0.46100790379941464
362,23,10,0.004204706649821094,0.46557241678237915,0.00012546075880527497,0.4656978775411844
363,23,11,0.004198911048651824,0.46363013982772827,0.0001256784349679947,0.46375581826269624
364,23,12,0.004193139346887673,0.45463070273399353,0.00012591519951820373,0.45475661793351174
365,23,13,0.00418739138072171,0.4871930181980133,0.00012608282268047332,0.48731910102069376
366,23,14,0.004181666987914534,0.46890485286712646,0.00012627319991588592,0.46903112606704234
367,23,15,0.004175966007775044,0.4682289659976959,0.000126495823264122,0.46835546182096005
368,23,16,0.004170288281141496,0.4564753770828247,0.00012672413885593414,0.45660210122168066
369,24,1,0.004164633650362829,0.47313809394836426,0.0001269342601299286,0.4732650282084942
370,24,2,0.004159001959280291,0.47098663449287415,0.00012712253630161287,0.47111375702917574
371,24,3,0.00415339305320932,0.4717400074005127,0.00012731117010116578,0.47186731857061387
372,24,4,0.004147806778921701,0.4656338691711426,0.00012754182517528534,0.46576141099631785
373,24,5,0.0041422429846279816,0.4603148102760315,0.0001277521550655365,0.46044256243109705
374,24,6,0.0041367015199601535,0.46172985434532166,0.00012796203792095185,0.4618578163832426
375,24,7,0.0041311822359545785,0.46937698125839233,0.00012813495099544525,0.4695051162093878
376,24,8,0.004125684985035173,0.46333104372024536,0.00012831926345825196,0.4634593629837036
377,24,9,0.004120209620996838,0.4650023579597473,0.00012855783104896547,0.4651309157907963
378,24,10,0.0041147559989891174,0.4664040207862854,0.00012875252962112426,0.46653277331590653
379,24,11,0.004109323975500113,0.4734265208244324,0.00012896141409873962,0.4735554822385311
380,24,12,0.004103913408340617,0.4703727066516876,0.00012915077805519104,0.4705018574297428
381,24,13,0.004098524156628479,0.4688037633895874,0.00012933196127414703,0.46893309535086153
382,24,14,0.004093156080773206,0.45965492725372314,0.00012952199578285218,0.459784449249506
383,24,15,0.004087809042460769,0.47420310974121094,0.00012966598570346834,0.4743327757269144
384,24,16,0.004082482904638631,0.462969034910202,0.00012983216345310213,0.4630988670736551
385,25,1,0.004077177531501005,0.4534416198730469,0.00013003352284431458,0.4535716533958912
386,25,2,0.004071892788474301,0.46419858932495117,0.00013025914132595062,0.46432884846627714
387,25,3,0.004066628542202791,0.4726695418357849,0.0001304226815700531,0.47279996451735495
388,25,4,0.004061384660534476,0.47363489866256714,0.00013062411546707153,0.4737655227780342
389,25,5,0.004056161012507151,0.48162364959716797,0.00013072121143341064,0.4817543708086014
390,25,6,0.004050957468334667,0.4585343897342682,0.0001309463083744049,0.4586653360426426
391,25,7,0.004045773899393389,0.4647711515426636,0.00013115251064300539,0.46490230405330657
392,25,8,0.004040610178208843,0.4555814266204834,0.00013135921955108643,0.4557127858400345
393,25,9,0.004035466178442546,0.4553799033164978,0.00013158202171325683,0.45551148533821106
394,25,10,0.004030341774879027,0.46339136362075806,0.00013180617988109588,0.4635231698006392
395,25,11,0.004025236843413021,0.464810311794281,0.00013201370835304262,0.46494232550263404
396,25,12,0.004020151261036849,0.4728584885597229,0.00013215772807598114,0.47299064628779885
397,25,13,0.004015084905827965,0.4782801866531372,0.00013231071829795837,0.47841249737143515
398,25,14,0.004010037656936684,0.45989367365837097,0.00013249897956848144,0.46002617263793943
399,25,15,0.004005009394574072,0.46515095233917236,0.00013267046213150024,0.46528362280130386
400,25,16,0.004,0.46221137046813965,0.00013286545872688295,0.4623442359268665
401,26,1,0.003995009355511378,0.4762847423553467,0.00013298702239990235,0.47641772937774657
402,26,2,0.003990037344430532,0.4601361155509949,0.00013317939639091492,0.4602692949473858
403,26,3,0.003985083851093743,0.4621675908565521,0.00013333415985107423,0.4623009250164032
404,26,4,0.003980148760839956,0.4536548852920532,0.00013356885313987733,0.4537884541451931
405,26,5,0.003975231959999626,0.4666793644428253,0.0001337382048368454,0.4668131026476622
406,26,6,0.0039703333358837205,0.4679204821586609,0.00013391955196857453,0.46805440171062945
407,26,7,0.003965452776772877,0.47067850828170776,0.0001340959072113037,0.47081260418891907
408,26,8,0.003960590171906697,0.47551071643829346,0.00013425937294960023,0.47564497581124304
409,26,9,0.00395574541147319,0.4721983075141907,0.00013441649079322816,0.4723327240049839
410,26,10,0.003950918386598359,0.45611798763275146,0.00013460251688957216,0.45625259014964104
411,26,11,0.003946108989335921,0.4640115797519684,0.0001348148286342621,0.46414639458060264
412,26,12,0.003941317112657173,0.4578109383583069,0.00013500946760177613,0.45794594782590864
413,26,13,0.0039365426504409835,0.45236629247665405,0.000135209858417511,0.4525015023350716
414,26,14,0.0039317854974639235,0.4631075859069824,0.00013540364801883697,0.46324298955500126
415,26,15,0.003927045549390528,0.47050297260284424,0.0001355874091386795,0.4706385600119829
416,26,16,0.003922322702763681,0.4401405453681946,0.00013583919405937196,0.44027638456225393
417,27,1,0.003917616854995134,0.4551504850387573,0.00013608625531196596,0.4552865712940693
418,27,2,0.003912927904356148,0.47182759642601013,0.00013623787462711335,0.47196383430063726
419,27,3,0.003908255749968252,0.4534403085708618,0.0001364283710718155,0.4535767369419336
420,27,4,0.003903600291794133,0.45236238837242126,0.00013663581013679505,0.45249902418255805
421,27,5,0.0038989614306286346,0.4705348610877991,0.00013676714897155762,0.4706716282367706
422,27,6,0.0038943390680898837,0.4579227566719055,0.0001369432359933853,0.4580596999078989
423,27,7,0.0038897331066105214,0.46055635809898376,0.00013715563714504243,0.4606935137361288
424,27,8,0.0038851434494290567,0.46547698974609375,0.00013735517859458923,0.46561434492468834
425,27,9,0.0038805700005813274,0.44916945695877075,0.0001375153958797455,0.4493069723546505
426,27,10,0.0038760126648920736,0.46258819103240967,0.00013769274950027466,0.46272588378190993
427,27,11,0.0038714713479666182,0.4645678699016571,0.00013780730962753297,0.46470567721128464
428,27,12,0.003866945956182654,0.4627933204174042,0.00013795855641365052,0.4629312789738178
429,27,13,0.0038624363966821406,0.4743437170982361,0.00013817253708839418,0.4744818896353245
430,27,14,0.003857942577363297,0.4673817753791809,0.00013832440972328186,0.4675200997889042
431,27,15,0.0038534644068727044,0.4596744179725647,0.00013852247595787047,0.45981294044852256
432,27,16,0.003849001794597505,0.46208441257476807,0.00013871334493160248,0.46222312591969966
433,28,1,0.003844554650657702,0.4528345465660095,0.0001388874500989914,0.4529734340161085
434,28,2,0.0038401228858985547,0.47263097763061523,0.00013909199833869935,0.47277006962895396
435,28,3,0.003835706411883073,0.46397870779037476,0.00013928276300430298,0.46411799055337905
436,28,4,0.0038313051408846053,0.45619815587997437,0.0001394859254360199,0.45633764180541037
437,28,5,0.003826918985879519,0.44617265462875366,0.00013969890773296356,0.44631235353648663
438,28,6,0.003822547860539973,0.4647277295589447,0.00013981707394123078,0.46486754663288593
439,28,7,0.0038181916792267814,0.4565518796443939,0.00013998761773109436,0.456691867262125
440,28,8,0.003813850356982369,0.45599064230918884,0.00014012303948402404,0.45613076534867286
441,28,9,0.0038095238095238095,0.4561454951763153,0.00014028123021125793,0.45628577640652657
442,28,10,0.0038052119532359526,0.4603048861026764,0.0001404482126235962,0.4604453343153
443,28,11,0.003800914705164639,0.4597506523132324,0.00014066074788570405,0.45989131306111813
444,28,12,0.0037966319830099963,0.4628215432167053,0.00014084717631340028,0.46296239039301873
445,28,13,0.0037923637051198176,0.4640434980392456,0.0001409885287284851,0.46418448656797406
446,28,14,0.0037881097904830276,0.4685549736022949,0.00014115394651889802,0.46869612754881385
447,28,15,0.0037838701587232172,0.4607899785041809,0.00014131417870521547,0.46093129268288613
448,28,16,0.003779644730092272,0.4620217978954315,0.00014152124524116516,0.46216331914067266
449,29,1,0.0037754334254640697,0.4644107222557068,0.00014165806770324708,0.46455238032341
450,29,2,0.0037712361663282535,0.4772852659225464,0.00014181241393089296,0.4774270783364773
451,29,3,0.003767052874784089,0.45488518476486206,0.00014195290207862855,0.4550271376669407
452,29,4,0.003762883473534389,0.46589991450309753,0.00014211112260818483,0.46604202562570574
453,29,5,0.0037587278858795168,0.46399563550949097,0.00014227469265460968,0.46413791020214556
454,29,6,0.0037545860357114567,0.45864036679267883,0.0001424415707588196,0.45878280836343766
455,29,7,0.0037504578475079636,0.4425954818725586,0.00014268973469734193,0.4427381716072559
456,29,8,0.003746343246326776,0.443882018327713,0.0001428894102573395,0.4440249077379704
457,29,9,0.003742242157799904,0.4522198438644409,0.00014303012192249298,0.45236287398636343
458,29,10,0.0037381545081279824,0.4730754494667053,0.00014323896169662475,0.4732186884284019
459,29,11,0.003734080224074693,0.4568946957588196,0.00014338892698287963,0.4570380846858025
460,29,12,0.0037300192329612555,0.47044306993484497,0.00014350514113903046,0.470586575075984
461,29,13,0.0037259714626609788,0.454328328371048,0.0001437077522277832,0.45447203612327575
462,29,14,0.0037219368415938835,0.4370376169681549,0.00014391419291496276,0.4371815311610699
463,29,15,0.003717915298721385,0.45629996061325073,0.0001441015601158142,0.4564440621733665
464,29,16,0.0037139067635410376,0.46906960010528564,0.0001442316323518753,0.46921383173763753
465,30,1,0.0037099111660813464,0.46590298414230347,0.0001443920135498047,0.4660473761558533
466,30,2,0.003705928436896636,0.45137736201286316,0.0001445431560277939,0.45152190516889096
467,30,3,0.00370195850706198,0.4697413146495819,0.00014469026029109955,0.46988600490987303
468,30,4,0.003698001308168194,0.45125657320022583,0.00014489057660102846,0.4514014637768269
469,30,5,0.0036940567723168813,0.45629146695137024,0.00014507910609245302,0.4564365460574627
470,30,6,0.00369012483211554,0.4668865501880646,0.00014524072408676148,0.46703179091215136
471,30,7,0.003686205420672731,0.4363600015640259,0.0001454535871744156,0.4365054551512003
472,30,8,0.0036822984715932936,0.45422184467315674,0.00014560660719871522,0.45436745128035544
473,30,9,0.0036784039189736227,0.4541040062904358,0.00014575283229351045,0.4542497591227293
474,30,10,0.003674521697397003,0.4566364288330078,0.00014597949385643005,0.45678240832686423
475,30,11,0.0036706517419289883,0.4551471769809723,0.0001461717039346695,0.45529334868490695
476,30,12,0.0036667939881128457,0.46596893668174744,0.00014629477262496947,0.4661152314543724
477,30,13,0.003662948371965041,0.44544005393981934,0.0001464635133743286,0.44558651745319366
478,30,14,0.003659114829970786,0.4594031870365143,0.00014662718772888184,0.4595498142242432
479,30,15,0.003655293299079631,0.4525890052318573,0.00014675828814506532,0.4527357635200024
480,30,16,0.0036514837167011074,0.479375958442688,0.00014687012135982514,0.4795228285640478
481,31,1,0.0036476860207004256,0.46908318996429443,0.00014703163504600525,0.4692302215993404
482,31,2,0.0036439001493942156,0.4526348114013672,0.0001472219228744507,0.45278203332424166
483,31,3,0.0036401260415463207,0.4425334334373474,0.00014740365743637086,0.4426808370947838
484,31,4,0.0036363636363636364,0.4717347025871277,0.00014754915237426757,0.47188225173950193
485,31,5,0.0036326128734919987,0.46058204770088196,0.0001477084904909134,0.46072975619137285
486,31,6,0.003628873693012116,0.44974285364151,0.00014789362251758575,0.4498907472640276
487,31,7,0.0036251460354355504,0.44875049591064453,0.00014807400107383727,0.4488985699117184
488,31,8,0.003621429841700741,0.4563947916030884,0.00014821305871009826,0.4565430046617985
489,31,9,0.003617725053169077,0.44754499197006226,0.00014836575090885164,0.44769335772097113
490,31,10,0.0036140316116210053,0.4452686011791229,0.00014852291345596313,0.4454171240925789
491,31,11,0.0036103494592521937,0.4500683546066284,0.00014868031442165374,0.4502170349210501
492,31,12,0.003606678538669729,0.46278780698776245,0.00014879132807254792,0.462936598315835
493,31,13,0.00360301879288836,0.4417060613632202,0.0001489929109811783,0.4418550542742014
494,31,14,0.0035993701653267802,0.45953959226608276,0.00014917042851448058,0.45968876269459724
495,31,15,0.0035957325998039577,0.4663864076137543,0.00014932012557983398,0.4665357277393341
496,31,16,0.0035921060405354984,0.46900495886802673,0.0001494559645652771,0.469154414832592
497,32,1,0.003588490432130053,0.4757884740829468,0.00014957424998283386,0.47593804833292963
498,32,2,0.0035848857195857667,0.47404229640960693,0.00014968560636043548,0.47419198201596735
499,32,3,0.003581291848286762,0.45680147409439087,0.00014986096322536468,0.45695133505761626
500,32,4,0.003577708763999663,0.45594322681427,0.0001500508189201355,0.45609327763319013
501,32,5,0.0035741364128701624,0.4590979218482971,0.0001501820981502533,0.4592481039464474
502,32,6,0.0035705747414196145,0.4503098130226135,0.00015035705268383028,0.4504601700752974
503,32,7,0.003567023696541679,0.4405113160610199,0.0001505277305841446,0.44066184379160406
504,32,8,0.003563483225498992,0.44751083850860596,0.00015069743990898132,0.44766153594851493
505,32,9,0.0035599532759198783,0.4609367847442627,0.00015083572268486024,0.46108762046694757
506,32,10,0.0035564337957950964,0.4508213698863983,0.0001510026752948761,0.4509723725616932
507,32,11,0.0035529247334746203,0.44489365816116333,0.00015118950605392457,0.44504484766721725
508,32,12,0.0035494260376644554,0.4512096345424652,0.00015134868025779724,0.451360983222723
509,32,13,0.00354593765742349,0.4524385929107666,0.00015150666236877442,0.4525900995731354
510,32,14,0.0035424595421603812,0.4493725299835205,0.00015169438719749451,0.449524224370718
511,32,15,0.003538991641630471,0.451305627822876,0.00015182951092720031,0.45145745733380316
512,32,16,0.0035355339059327372,0.43960484862327576,0.00015199406445026397,0.439756842687726
513,33,1,0.0035320862855067834,0.4512288570404053,0.0001521708071231842,0.4513810278475285
514,33,2,0.003528648731129847,0.438345730304718,0.00015240591764450074,0.4384981362223625
515,33,3,0.0035252211939138544,0.44822150468826294,0.00015256619453430176,0.44837407088279724
516,33,4,0.0035218036253024955,0.46401113271713257,0.0001526971906423569,0.46416382990777494
517,33,5,0.0035183959770683395,0.44013839960098267,0.0001528739333152771,0.4402912735342979
518,33,6,0.0035149982013099744,0.4458202123641968,0.00015299245715141296,0.44597320482134817
519,33,7,0.0035116102504491767,0.44448912143707275,0.00015319831669330597,0.44464231975376606
520,33,8,0.003508232077228117,0.45343348383903503,0.00015331447124481201,0.45358679831027987
521,33,9,0.0035048636347065885,0.4696650505065918,0.0001534256637096405,0.4698184761703014
522,33,10,0.003501504876259268,0.47197777032852173,0.0001535293459892273,0.47213129967451095
523,33,11,0.0034981557555730084,0.44967830181121826,0.0001537131816148758,0.44983201499283315
524,33,12,0.0034948162266441518,0.45164555311203003,0.00015384924411773683,0.45179940235614774
525,33,13,0.0034914862437758786,0.45322006940841675,0.00015399953722953797,0.4533740689456463
526,33,14,0.0034881657615755787,0.44589418172836304,0.00015416689217090607,0.44604834862053394
527,33,15,0.003484854734952257,0.45404475927352905,0.00015433821082115173,0.4541990974843502
528,33,16,0.003481553119113957,0.467969685792923,0.00015445929765701294,0.46812414509058
529,34,1,0.0034782608695652175,0.4379572868347168,0.0001546367108821869,0.43811192354559897
530,34,2,0.003474977942104555,0.4738149046897888,0.00015470637381076813,0.4739696110635996
531,34,3,0.0034717042928219697,0.44993093609809875,0.00015487292408943176,0.4500858090221882
532,34,4,0.00346843987809648,0.4597780406475067,0.00015503254532814027,0.45993307319283483
533,34,5,0.0034651846545936797,0.4510539472103119,0.0001552104502916336,0.45120915766060354
534,34,6,0.0034619385792633234,0.4502701759338379,0.00015538059175014497,0.450425556525588
535,34,7,0.0034587016093369353,0.4462849199771881,0.00015555760264396667,0.4464404775798321
536,34,8,0.0034554737023254406,0.4530751705169678,0.0001556740403175354,0.4532308445572853
537,34,9,0.0034522548160168245,0.4665104150772095,0.00015584489703178407,0.46666625997424127
538,34,10,0.003449044908473815,0.448142409324646,0.00015599431097507478,0.44829840363562107
539,34,11,0.003445843938031584,0.4405384361743927,0.00015614601969718935,0.4406945821940899
540,34,12,0.0034426518632954817,0.4365028440952301,0.00015631772577762604,0.4366591618210077
541,34,13,0.003439468643138782,0.458747535943985,0.00015644054114818574,0.45890397648513315
542,34,14,0.003436294236700462,0.462352454662323,0.00015658637881278993,0.46250904104113577
543,34,15,0.003433128603382996,0.44415050745010376,0.00015675096213817598,0.44430725841224195
544,34,16,0.0034299717028501765,0.439490407705307,0.000156870573759079,0.4396472782790661
545,35,1,0.003426823495024955,0.4472866654396057,0.00015705516934394836,0.44744372060894966
546,35,2,0.003423683940087303,0.4424532651901245,0.00015723933279514313,0.44261050452291967
547,35,3,0.003420552998472102,0.44824695587158203,0.00015742743015289306,0.44840438330173493
548,35,4,0.003417430630867044,0.4392150044441223,0.00015756772458553315,0.43937257216870784
549,35,5,0.0034143167982105594,0.46138012409210205,0.00015770408511161805,0.46153782817721367
550,35,6,0.0034112114616897666,0.45433947443962097,0.00015784047544002534,0.454497314915061
551,35,7,0.00340811458273844,0.4477047920227051,0.00015799564123153686,0.4478627876639366
552,35,8,0.0034050261230349948,0.4593867063522339,0.00015809606015682222,0.4595448024123907
553,35,9,0.0034019460445004986,0.45720770955085754,0.00015823979675769805,0.45736594934761526
554,35,10,0.003398874309296699,0.4359152317047119,0.00015841026604175568,0.43607364197075366
555,35,11,0.0033958108798240708,0.4453529119491577,0.0001585623472929001,0.4455114742964506
556,35,12,0.003392755718719884,0.44436052441596985,0.00015870781242847444,0.44451923222839834
557,35,13,0.0033897087888562862,0.44332918524742126,0.00015888208150863648,0.4434880673289299
558,35,14,0.0033866700533384136,0.45412570238113403,0.00015903191268444063,0.4542847342938185
559,35,15,0.0033836394755025084,0.47057920694351196,0.00015913493931293487,0.4707383418828249
560,35,16,0.0033806170189140663,0.45285964012145996,0.00015921637415885925,0.4530188564956188
561,36,1,0.003377602647365993,0.43654096126556396,0.0001594121754169464,0.4367003734409809
562,36,2,0.0033745963248767827,0.4600154757499695,0.00015956227481365203,0.46017503802478316
563,36,3,0.0033715980156887168,0.4421579837799072,0.00015974199771881103,0.442317725777626
564,36,4,0.003368607684266076,0.454284131526947,0.00015982276201248168,0.4544439542889595
565,36,5,0.00336562529529337,0.4486250877380371,0.00015997906029224397,0.44878506679832936
566,36,6,0.0033626508136735886,0.45112866163253784,0.00016009542346000672,0.45128875705599786
567,36,7,0.0033596842045264643,0.43591389060020447,0.00016027475893497467,0.43607416535913945
568,36,8,0.0033567254331867565,0.45007187128067017,0.00016036956012248994,0.45023224084079266
569,36,9,0.0033537744652025483,0.45249444246292114,0.000160517156124115,0.4526549596190453
570,36,10,0.003350831266333564,0.4343333840370178,0.00016069538891315462,0.434494079425931
571,36,11,0.003347895802549498,0.45786160230636597,0.00016081374883651734,0.4580224160552025
572,36,12,0.0033449680400283632,0.4543406367301941,0.00016097331047058107,0.4545016100406647
573,36,13,0.0033420479451548545,0.44422101974487305,0.00016110974550247192,0.44438212949037553
574,36,14,0.003339135484518729,0.4457378089427948,0.0001612868160009384,0.4458990957587957
575,36,15,0.003336230624913196,0.45600712299346924,0.00016142414510250092,0.45616854713857174
576,36,16,0.0033333333333333335,0.46567609906196594,0.00016151900589466095,0.4658376180678606
577,37,1,0.0033304435769745066,0.42777979373931885,0.00016168755292892456,0.4279414812922478
578,37,2,0.003327561323230812,0.44127219915390015,0.00016184882819652557,0.4414340479820967
579,37,3,0.0033246865396935306,0.4274049401283264,0.00016206547617912293,0.42756700560450556
580,37,4,0.003321819194149599,0.4566541612148285,0.00016215001046657562,0.4568163112252951
581,37,5,0.0033189592545800894,0.460512638092041,0.00016225183010101318,0.460674889922142
582,37,6,0.0033161066891587133,0.4462578296661377,0.00016239409148693086,0.44642022375762463
583,37,7,0.0033132614662503288,0.45795774459838867,0.0001625589281320572,0.4581203035265207
584,37,8,0.0033104235544094717,0.45684733986854553,0.00016266556084156036,0.4570100054293871
585,37,9,0.0033075929223788923,0.4504815340042114,0.0001627960056066513,0.4506443300098181
586,37,10,0.0033047695390881105,0.44170504808425903,0.00016298118233680725,0.44186802926659585
587,37,11,0.003301953373651984,0.4426242709159851,0.00016312190890312194,0.4427873928248882
588,37,12,0.00329914439536929,0.4669485092163086,0.0001632267236709595,0.46711173593997957
589,37,13,0.003296342573721317,0.44714611768722534,0.0001633879840373993,0.44730950567126276
590,37,14,0.003293547878370473,0.45831775665283203,0.00016347235441207885,0.4584812290072441
591,37,15,0.0032907602791589084,0.4333314895629883,0.00016364304721355437,0.43349513261020184
592,37,16,0.003287979746107146,0.44982266426086426,0.00016379672288894653,0.4499864609837532
593,38,1,0.003285206249412727,0.4408716857433319,0.0001639673411846161,0.44103565308451653
594,38,2,0.0032824397594488726,0.4547717571258545,0.00016413068771362304,0.45493588781356814
595,38,3,0.0032796802467631512,0.4472157955169678,0.00016425320506095886,0.44738004872202874
596,38,4,0.0032769276820761623,0.44354861974716187,0.00016439299285411836,0.443713012740016
597,38,5,0.0032741820362802323,0.4543819725513458,0.00016453865170478821,0.4545465112030506
598,38,6,0.003271443280438123,0.4600715637207031,0.00016466574370861055,0.46023622946441173
599,38,7,0.003268711385781748,0.4460045099258423,0.00016480831801891327,0.4461693182438612
600,38,8,0.0032659863237109042,0.4344867467880249,0.00016497008502483368,0.4346517168730497
601,38,9,0.003263268065792017,0.43854767084121704,0.00016510362923145293,0.4387127744704485
602,38,10,0.0032605565837568896,0.44665277004241943,0.0001652388721704483,0.4468180089145899
603,38,11,0.0032578518495014726,0.4583469033241272,0.00016536466777324676,0.4585122679919004
604,38,12,0.003255153835084638,0.4375538229942322,0.00016553694009780885,0.43771935993433
605,38,13,0.0032524625127269666,0.4457038640975952,0.00016562969982624053,0.44586949379742147
606,38,14,0.00324977785480955,0.44398409128189087,0.00016576488316059112,0.4441498561650515
607,38,15,0.0032470998338727957,0.4507526159286499,0.00016590040922164918,0.45091851633787156
608,38,16,0.003244428422615251,0.44114017486572266,0.00016601420938968658,0.4413061890751123
609,39,1,0.003241763593892431,0.4565850496292114,0.00016607581079006195,0.4567511254400015
610,39,2,0.0032391053207156645,0.4408094882965088,0.0001662103682756424,0.4409756986647844
611,39,3,0.0032364535762509396,0.448321670293808,0.00016635257005691528,0.4484880228638649
612,39,4,0.0032338083338177732,0.4464515745639801,0.0001664554923772812,0.44661803005635736
613,39,5,0.0032311695668880776,0.44721370935440063,0.00016660137474536896,0.447380310729146
614,39,6,0.003228537249085047,0.4379192590713501,0.00016678865253925323,0.43808604772388937
615,39,7,0.003225911354182047,0.44143539667129517,0.0001669309288263321,0.4416023276001215
616,39,8,0.0032232918561015214,0.44540998339653015,0.00016706450283527374,0.4455770478993654
617,39,9,0.0032206787289138982,0.44278308749198914,0.00016722123324871063,0.44295030872523783
618,39,10,0.0032180719468365188,0.4525710940361023,0.00016737599670886994,0.45273847003281115
619,39,11,0.003215471484232563,0.43824082612991333,0.00016752752661705018,0.43840835365653036
620,39,12,0.0032128773156099954,0.45513999462127686,0.00016764719784259795,0.4553076418191195
621,39,13,0.0032102894156205122,0.45112988352775574,0.00016780370473861694,0.45129768723249436
622,39,14,0.003207707759058502,0.44022834300994873,0.00016791221499443056,0.44039625522494313
623,39,15,0.0032051323208600155,0.4422144591808319,0.00016803522408008576,0.442382494404912
624,39,16,0.003202563076101743,0.4398896098136902,0.00016821327805519105,0.4400578230917454
625,40,1,0.0032,0.43799763917922974,0.00016833625733852386,0.43816597543656827
626,40,2,0.0031974430679097264,0.45124179124832153,0.00016849689185619355,0.45141028814017775
627,40,3,0.0031948922553234867,0.4464321732521057,0.0001685982793569565,0.44660077153146266
628,40,4,0.0031923475378704885,0.44640564918518066,0.00016871413588523865,0.4465743633210659
629,40,5,0.0031898088913156,0.42970776557922363,0.0001688689738512039,0.42987663455307484
630,40,6,0.003187276291558383,0.4209946393966675,0.00016904662549495697,0.4211636860221624
631,40,7,0.003184749714632132,0.43982869386672974,0.00016920650005340575,0.43999790036678316
632,40,8,0.00318222913670292,0.44410547614097595,0.0001693602502346039,0.44427483639121057
633,40,9,0.003179714534068657,0.45684972405433655,0.00016946828365325929,0.4570191923379898
634,40,10,0.0031772058831581506,0.4370346963405609,0.0001696227788925171,0.43720431911945346
635,40,11,0.0031747031605301804,0.4760648012161255,0.00016973739862442017,0.4762345386147499
636,40,12,0.0031722063428725766,0.46304529905319214,0.00016983354091644286,0.46321513259410857
637,40,13,0.0031697154070013094,0.45127740502357483,0.00016993142664432527,0.45144733645021917
638,40,14,0.0031672303298595833,0.4358069896697998,0.0001700724959373474,0.4359770621657372
639,40,15,0.003164751088516942,0.43655097484588623,0.00017021384835243225,0.43672118869423865
640,40,16,0.0031622776601683794,0.43423065543174744,0.00017035788297653197,0.43440101331472397
