update,epoch,batch,learning_rate,binary_cross_entropy,regularization_loss,total_loss
103,7,7,0.007882634225314347,0.5359548926353455,5.42336255311966e-05,0.5360091262608766
104,7,8,0.007844645405527362,0.5340970754623413,5.466460436582565e-05,0.5341517400667072
105,7,9,0.007807200583588266,0.5326069593429565,5.505098029971123e-05,0.5326620103232562
106,7,10,0.007770286898858113,0.5330452919006348,5.545593053102493e-05,0.5331007478311658
107,7,11,0.007733891912365308,0.5224830508232117,5.5900961160659794e-05,0.5225389517843724
108,7,12,0.00769800358919501,0.5325793623924255,5.621962249279022e-05,0.5326355820149183
109,7,13,0.007662610281769211,0.5285978317260742,5.659687891602516e-05,0.5286544286049902
110,7,14,0.007627700713964738,0.527999758720398,5.695512518286705e-05,0.5280567138455808
111,7,15,0.007593263966019993,0.5324200391769409,5.72894923388958e-05,0.5324773286692798
112,7,16,0.007559289460184544,0.5346399545669556,5.770368129014969e-05,0.5346976582482457
113,8,1,0.007525766947068778,0.52565598487854,5.811828002333641e-05,0.5257141031585634
114,8,2,0.007492686492653552,0.5258863568305969,5.8487817645072936e-05,0.525944844648242
115,8,3,0.007460038465922511,0.5284212231636047,5.8844938874244694e-05,0.5284800681024789
116,8,4,0.007427813527082075,0.5156145095825195,5.930361151695252e-05,0.5156738131940365
117,8,5,0.007396002616336388,0.5209411382675171,5.973248183727265e-05,0.5210008707493544
118,8,6,0.007364596943186587,0.5224030017852783,6.0142271220684056e-05,0.522463144056499
119,8,7,0.007333587976225691,0.5208650827407837,6.054038554430008e-05,0.520925623126328
120,8,8,0.007302967433402215,0.5334129333496094,6.087209284305573e-05,0.5334738054424524
121,8,9,0.007272727272727273,0.5195631384849548,6.122396886348725e-05,0.5196243624538183
122,8,10,0.007242859683401482,0.5334336757659912,6.152328848838806e-05,0.5334951990544796
123,8,11,0.007213357077339458,0.5269421339035034,6.189133226871491e-05,0.5270040252357722
124,8,12,0.007184212081070997,0.5308587551116943,6.219860911369324e-05,0.530920953720808
125,8,13,0.007155417527999326,0.510480523109436,6.263662874698639e-05,0.510543159738183
126,8,14,0.007126966450997984,0.5280613899230957,6.299151480197906e-05,0.5281243814378976
127,8,15,0.007098852075328911,0.5270304083824158,6.333109736442567e-05,0.5270937394797802
128,8,16,0.0070710678118654745,0.5239788889884949,6.37027770280838e-05,0.5240425917655229
129,9,1,0.007043607250604991,0.5252763032913208,6.407587230205536e-05,0.5253403791636229
130,9,2,0.007016464154456234,0.5306637287139893,6.438741087913514e-05,0.5307281161248684
131,9,3,0.0069896324532883036,0.5224789381027222,6.473322957754135e-05,0.5225436713322997
132,9,4,0.006963106238227914,0.5250187516212463,6.501536071300507e-05,0.5250837669819594
133,9,5,0.00693687975619296,0.5222494602203369,6.537110358476638e-05,0.5223148313239216
134,9,6,0.006910947404650881,0.5166503190994263,6.570730358362199e-05,0.5167160264030098
135,9,7,0.006885303726590963,0.5172410607337952,6.602473556995392e-05,0.5173070854693651
136,9,8,0.006859943405700353,0.5125725269317627,6.639929115772247e-05,0.5126389262229204
137,9,9,0.006834861261734088,0.5074216723442078,6.681296974420548e-05,0.507488485313952
138,9,10,0.0068100522460699895,0.5109105706214905,6.721694767475128e-05,0.5109777875691652
139,9,11,0.006785511437439768,0.5137112140655518,6.756434589624405e-05,0.513778778411448
140,9,12,0.006761234037828133,0.5149577856063843,6.792949140071869e-05,0.5150257150977849
141,9,13,0.006737215368532152,0.5108134746551514,6.830401718616486e-05,0.5108817786723375
142,9,14,0.006713450866373513,0.5235203504562378,6.864067912101746e-05,0.5235889911353588
143,9,15,0.0066899360800567265,0.519620418548584,6.900057196617127e-05,0.5196894191205501
144,9,16,0.006666666666666667,0.5171151161193848,6.935526430606842e-05,0.5171844713836908
145,10,1,0.006643638388299198,0.5152837634086609,6.97128027677536e-05,0.5153534762114287
146,10,2,0.0066208471088189435,0.5124825239181519,7.008276879787445e-05,0.5125526066869497
147,10,3,0.00659828879073858,0.5117758512496948,7.040923833847046e-05,0.5118462604880333
148,10,4,0.006575959492214292,0.5181978940963745,7.072213292121888e-05,0.5182686162292958
149,10,5,0.0065538553641523245,0.512589693069458,7.111021131277085e-05,0.5126608032807708
150,10,6,0.0065319726474218085,0.5134570598602295,7.145801186561585e-05,0.5135285178720951
151,10,7,0.006510307670169276,0.5108125805854797,7.178550213575364e-05,0.5108843660876154
152,10,8,0.006488856845230502,0.5113189816474915,7.213278114795685e-05,0.5113911144286394
153,10,9,0.0064676166676355465,0.5117822289466858,7.247044146060943e-05,0.5118546993881464
154,10,10,0.006446583712203043,0.5198498964309692,7.276938110589982e-05,0.5199226658120751
155,10,11,0.006425754631219991,0.5091904997825623,7.308702170848847e-05,0.5092635868042708
156,10,12,0.006405126152203486,0.5009849667549133,7.34345018863678e-05,0.5010584012567997
157,10,13,0.006384695075740977,0.5171986222267151,7.374721765518189e-05,0.5172723694443703
158,10,14,0.00636445827340584,0.5068210959434509,7.41019994020462e-05,0.506895197942853
159,10,15,0.006344412685745153,0.5147712230682373,7.44176059961319e-05,0.5148456406742334
160,10,16,0.006324555320336759,0.5125124454498291,7.467789947986603e-05,0.512587123349309
161,11,1,0.006304883249912806,0.5125614404678345,7.499925792217254e-05,0.5126364397257567
162,11,2,0.00628539361054709,0.5111563205718994,7.533921301364899e-05,0.511231659784913
163,11,3,0.006266083599903659,0.5011682510375977,7.572633028030396e-05,0.501243977367878
164,11,4,0.006246950475544243,0.49659743905067444,7.610253989696502e-05,0.4966735415905714
165,11,5,0.006227991553292183,0.5242948532104492,7.634829729795456e-05,0.5243712015077472
166,11,6,0.006209204205650663,0.5032936334609985,7.66763687133789e-05,0.5033703098297119
167,11,7,0.006190585860273095,0.5049245953559875,7.69953951239586e-05,0.5050015907511115
168,11,8,0.006172133998483677,0.5099501609802246,7.731490582227708e-05,0.5100274758860469
169,11,9,0.006153846153846154,0.514447808265686,7.758066803216935e-05,0.5145253889337182
170,11,10,0.006135719910778963,0.5063389539718628,7.787709683179856e-05,0.5064168310686946
171,11,11,0.00611775290321498,0.5171336531639099,7.814475893974304e-05,0.5172117979228497
172,11,12,0.006099942813304187,0.5109053254127502,7.847709953784943e-05,0.5109838025122881
173,11,13,0.006082287370157645,0.5040806531906128,7.876157760620118e-05,0.504159414768219
174,11,14,0.006064784348631227,0.5128898024559021,7.90523737668991e-05,0.512968854829669
175,11,15,0.0060474315681476355,0.49041077494621277,7.941357046365738e-05,0.4904901885166764
176,11,16,0.006030226891555273,0.4901644289493561,7.977277040481567e-05,0.4902442017197609
177,12,1,0.006013168224022631,0.5010851621627808,8.012600243091583e-05,0.5011652881652117
178,12,2,0.005996253511966892,0.5071028470993042,8.04126262664795e-05,0.5071832597255707
179,12,3,0.005979480742015487,0.503815770149231,8.072942495346069e-05,0.5038964995741844
180,12,4,0.005962847939999439,0.5046179294586182,8.105577528476715e-05,0.5046989852339029
181,12,5,0.0059463531699773305,0.5020127296447754,8.131533861160279e-05,0.502094044983387
182,12,6,0.00592999453328881,0.5130641460418701,8.156149089336395e-05,0.5131457075327635
183,12,7,0.005913770167636583,0.5041338205337524,8.186573535203934e-05,0.5042156862691045
184,12,8,0.005897678246195886,0.5065577030181885,8.215437829494477e-05,0.5066398573964834
185,12,9,0.005881716976750462,0.5000995993614197,8.248850703239441e-05,0.5001820878684521
186,12,10,0.005865884600854132,0.5117924809455872,8.274991810321807e-05,0.5118752308636904
187,12,11,0.005850179393017045,0.5002941489219666,8.306258916854858e-05,0.5003772115111351
188,12,12,0.005834599659915783,0.49929389357566833,8.33825096487999e-05,0.4993772760853171
189,12,13,0.005819143739626463,0.5001130700111389,8.365938067436218e-05,0.5001967293918133
190,12,14,0.005803810000880093,0.4987182319164276,8.400215208530426e-05,0.49880223406851293
191,12,15,0.005788596842339373,0.49437814950942993,8.430728316307069e-05,0.494462456792593
192,12,16,0.005773502691896258,0.490472674369812,8.461042493581773e-05,0.4905572847947478
193,13,1,0.005758526005989557,0.4960811734199524,8.493246138095856e-05,0.49616610588133336
194,13,2,0.005743665268941905,0.5141510963439941,8.512824773788452e-05,0.514236224591732
195,13,3,0.005728918992315464,0.4963683485984802,8.543291687965394e-05,0.4964537815153599
196,13,4,0.005714285714285714,0.49186471104621887,8.573983609676361e-05,0.49195045088231565
197,13,5,0.0056997639990327715,0.4909344017505646,8.608884364366531e-05,0.4910204905942082
198,13,6,0.0056853524361496115,0.49170929193496704,8.637586236000061e-05,0.49179566779732703
199,13,7,0.005671049640066687,0.4952077269554138,8.667337894439697e-05,0.49529440033435823
200,13,8,0.00565685424949238,0.5044859647750854,8.696311712265015e-05,0.5045729278922081
201,13,9,0.005642764926868786,0.4988212585449219,8.726134151220322e-05,0.4989085198864341
202,13,10,0.0056287803578423355,0.48637938499450684,8.761613816022874e-05,0.48646700113266705
203,13,11,0.005614899250748772,0.5035303831100464,8.785167336463929e-05,0.5036182347834111
204,13,12,0.005601120336112039,0.5062929391860962,8.80737379193306e-05,0.5063810129240155
205,13,13,0.005587442366156626,0.4965508282184601,8.84111374616623e-05,0.49663923935592175
206,13,14,0.005573864114332942,0.5044869184494019,8.863425254821778e-05,0.5045755527019501
207,13,15,0.005560384374855327,0.4961521625518799,8.89396071434021e-05,0.4962411021590233
208,13,16,0.005547001962252292,0.5026695132255554,8.923093974590301e-05,0.5027587441653013
209,14,1,0.005533715710928597,0.4970529079437256,8.947540819644928e-05,0.497142383351922
210,14,2,0.005520524474738834,0.48724862933158875,8.975039422512055e-05,0.48733837972581384
211,14,3,0.005507427126572114,0.4804508090019226,9.007556736469268e-05,0.4805408845692873
212,14,4,0.005494422557947561,0.4928821921348572,9.039667248725892e-05,0.49297258880734446
213,14,5,0.005481509678620254,0.4954346716403961,9.06583070755005e-05,0.4955253299474716
214,14,6,0.0054686874161973065,0.48483532667160034,9.099729359149933e-05,0.48492632396519186
215,14,7,0.005455954715763788,0.49242258071899414,9.128271043300629e-05,0.49251386342942716
216,14,8,0.005443310539518174,0.5042150020599365,9.154769778251648e-05,0.504306549757719
217,14,9,0.005430753866417046,0.5074478387832642,9.177722036838532e-05,0.5075396160036325
218,14,10,0.005418283691828771,0.49417057633399963,9.203566610813142e-05,0.4942626120001078
219,14,11,0.0054058990271958875,0.49866488575935364,9.233147650957108e-05,0.4987572172358632
220,14,12,0.005393598899705937,0.5099096298217773,9.257586300373077e-05,0.510002205684781
221,14,13,0.005381382351970499,0.4964090883731842,9.282084554433822e-05,0.49650190921872855
222,14,14,0.005369248441712195,0.49060750007629395,9.309129416942597e-05,0.49070059137046335
223,14,15,0.005357196241459401,0.4875929355621338,9.338495880365371e-05,0.48768632052093747
224,14,16,0.005345224838248488,0.49134761095046997,9.364686906337738e-05,0.49144125781953335
225,15,1,0.005333333333333333,0.4925045073032379,9.389373660087585e-05,0.4925984010398388
226,15,2,0.005321520841901914,0.49359869956970215,9.413071721792221e-05,0.49369283028692007
227,15,3,0.005309786492799776,0.4892447590827942,9.441347420215606e-05,0.4893391725569963
228,15,4,0.005298129428260175,0.5038281679153442,9.463256597518921e-05,0.5039228004813194
229,15,5,0.0052865488036407185,0.4826154410839081,9.492458403110504e-05,0.4827103656679392
230,15,6,0.005275043787166296,0.48217034339904785,9.521990269422532e-05,0.4822655633017421
231,15,7,0.005263613559678152,0.4995494484901428,9.54948365688324e-05,0.49964494332671167
232,15,8,0.005252257314388902,0.49704834818840027,9.578512609004974e-05,0.4971441333144903
233,15,9,0.005240974256643347,0.5025545358657837,9.604676812887192e-05,0.5026505826339126
234,15,10,0.005229763603684908,0.4793534278869629,9.6409872174263e-05,0.47944983775913713
235,15,11,0.0052186245844275374,0.4855775833129883,9.665791690349579e-05,0.4856742412298918
236,15,12,0.005207556439232955,0.5015597343444824,9.684693813323975e-05,0.5016565812826157
237,15,13,0.005196558419693047,0.4887165129184723,9.707480669021606e-05,0.4888135877251625
238,15,14,0.005185629788417316,0.48611852526664734,9.737966954708099e-05,0.48621590493619443
239,15,15,0.005174769818825207,0.48022812604904175,9.762055426836014e-05,0.4803257466033101
240,15,16,0.0051639777949432225,0.48895540833473206,9.788846969604492e-05,0.4890532968044281
241,16,1,0.005153253011206647,0.47821491956710815,9.824228286743164e-05,0.4783131618499756
242,16,2,0.0051425947722658,0.4993470311164856,9.848277270793915e-05,0.49944551388919356
243,16,3,0.005132002392796674,0.47964322566986084,9.87599715590477e-05,0.4797419856414199
244,16,4,0.005121475197315839,0.49127569794654846,9.895934164524078e-05,0.4913746572881937
245,16,5,0.005111012519999519,0.49095553159713745,9.924881160259247e-05,0.49105478040874007
246,16,6,0.005100613704506706,0.4835074543952942,9.952686727046967e-05,0.4836069812625647
247,16,7,0.0050902781038062225,0.48674559593200684,9.977773576974869e-05,0.4868453736677766
248,16,8,0.00508000508000762,0.4881763458251953,0.00010001419484615326,0.4882763600200415
249,16,9,0.005069794004195823,0.4793785512447357,0.00010031124204397202,0.4794788624867797
250,16,10,0.005059644256269407,0.4868472218513489,0.000100556880235672,0.48694777873158457
251,16,11,0.005049555224782425,0.4896969795227051,0.00010081118345260621,0.4897977907061577
252,16,12,0.005039526306789696,0.49199849367141724,0.00010108739882707595,0.4920995810702443
253,16,13,0.005029556907695452,0.47516220808029175,0.00010134194791316986,0.4752635500282049
254,16,14,0.005019646441105269,0.4943241477012634,0.00010158547759056091,0.49442573317885397
255,16,15,0.0050097943286811965,0.49975791573524475,0.00010170719027519226,0.49985962292551994
256,16,16,0.005,0.48504191637039185,0.00010196469724178315,0.4851438810676336
257,17,1,0.004990262892414442,0.479934424161911,0.00010225532948970795,0.4800366794914007
258,17,2,0.004980582450917523,0.4662167429924011,0.00010254455357789994,0.466319287545979
259,17,3,0.0049709581280096005,0.4779853820800781,0.0001028260588645935,0.4780882081389427
260,17,4,0.004961389383568339,0.5000722408294678,0.00010302481055259704,0.5001752656400204
261,17,5,0.0049518756847213834,0.4863232374191284,0.00010325536876916886,0.48642649278789757
262,17,6,0.004942416505721724,0.47627997398376465,0.00010350838303565979,0.4763834823668003
263,17,7,0.004933011327825659,0.48201537132263184,0.00010375337302684784,0.4821191246956587
264,17,8,0.004923659639173309,0.5025633573532104,0.000103945791721344,0.5026673031449318
265,17,9,0.00491436093467161,0.4812597632408142,0.00010417135059833526,0.4813639345914125
266,17,10,0.0049051147158797265,0.4819161295890808,0.00010439984500408172,0.4820205294340849
267,17,11,0.004895920490896837,0.4881548583507538,0.00010467529296875,0.48825953364372254
268,17,12,0.0048867777742522085,0.49787360429763794,0.00010486135631799698,0.4979784656539559
269,17,13,0.004877686086797539,0.4843076467514038,0.0001051071286201477,0.48441275388002397
270,17,14,0.0048686449556014765,0.49121254682540894,0.00010535228252410889,0.49131789910793305
271,17,15,0.004859653913846296,0.47193247079849243,0.00010564733296632767,0.47203811813145874
272,17,16,0.00485071250072666,0.4826883375644684,0.00010588473081588745,0.4827942222952843
273,18,1,0.00484182026135042,0.4875398874282837,0.00010608789324760437,0.4876459753215313
274,18,2,0.0048329767466414155,0.48563700914382935,0.00010633988678455353,0.4857433490306139
275,18,3,0.004824181513244217,0.4911184310913086,0.00010657702386379242,0.4912250081151724
276,18,4,0.004815434123430768,0.488107830286026,0.00010679997503757477,0.4882146302610636
277,18,5,0.004806734145008877,0.4797128736972809,0.00010701145231723786,0.4798198851495981
278,18,6,0.004798081151232538,0.4702669084072113,0.00010727185755968094,0.47037418026477096
279,18,7,0.004789474720713997,0.48647570610046387,0.00010751190781593323,0.4865832180082798
280,18,8,0.004780914437337575,0.474553644657135,0.0001077391654253006,0.4746613838225603
281,18,9,0.004772399890175149,0.4786439538002014,0.00010804644227027893,0.4787520002424717
282,18,10,0.004763930673403309,0.4841254949569702,0.0001082872599363327,0.48423378221690655
283,18,11,0.004755506386222112,0.4782395362854004,0.00010847247391939163,0.47834800875931976
284,18,12,0.004747126632775413,0.47769755125045776,0.00010874684154987336,0.47780629809200764
285,18,13,0.004738791022072739,0.48220789432525635,0.00010902222245931625,0.4823169165477157
286,18,14,0.004730499167912661,0.47245004773139954,0.00010927155613899231,0.4725593192875385
287,18,15,0.004722250688807643,0.4831226170063019,0.00010945628583431244,0.4832320732921362
288,18,16,0.0047140452079103175,0.4873034358024597,0.00010965113341808319,0.4874130869358778
289,19,1,0.004705882352941177,0.4899517893791199,0.00010990202426910401,0.49006169140338895
290,19,2,0.004697761756117628,0.4788861572742462,0.00011013934016227722,0.4789962966144085
291,19,3,0.004689683054084394,0.47435861825942993,0.00011038066446781158,0.47446899892389777
292,19,4,0.0046816458878452235,0.48569464683532715,0.00011061582714319229,0.4858052626624703
293,19,5,0.004673649902695888,0.480646550655365,0.00011085151880979538,0.4807574021741748
294,19,6,0.004665694748158434,0.4783017039299011,0.00011104266345500946,0.47841274659335614
295,19,7,0.004657780077916656,0.4731482267379761,0.00011125332862138748,0.47325948006659746
296,19,8,0.004649905549752771,0.4788520634174347,0.00011146708577871323,0.4789635305032134
297,19,9,0.0046420708254852755,0.48154202103614807,0.00011168603599071503,0.4816537070721388
298,19,10,0.004634275570907938,0.4828326106071472,0.00011190034449100495,0.4829445109516382
299,19,11,0.004626519455729922,0.47350579500198364,0.00011213696748018265,0.47361793196946383
300,19,12,0.0046188021535170055,0.47406166791915894,0.00011236482113599778,0.47417403274029496
301,19,13,0.00461112334163388,0.46762987971305847,0.00011261804401874542,0.4677424977570772
302,19,14,0.004603482701187488,0.4793315529823303,0.00011285809427499772,0.4794444110766053
303,19,15,0.004595879916971408,0.48537975549697876,0.00011306263506412506,0.48549281813204287
304,19,16,0.004588314677411235,0.47677987813949585,0.00011330999433994294,0.4768931881338358
305,20,1,0.004580786674510946,0.48878762125968933,0.00011351125687360764,0.4889011325165629
306,20,2,0.004573295603800236,0.4808729290962219,0.00011377030611038208,0.4809866994023323
307,20,3,0.004565841164282797,0.4814032018184662,0.00011394751816987991,0.4815171493366361
308,20,4,0.004558423058385518,0.4746353030204773,0.00011419435590505601,0.47474949737638233
309,20,5,0.0045510409919085944,0.4797379970550537,0.00011439819633960724,0.47985239525139334
310,20,6,0.004543694673976519,0.46582362055778503,0.00011467738449573518,0.46593829794228075
311,20,7,0.004536383816989942,0.4657936096191406,0.00011489607393741608,0.46590850569307807
312,20,8,0.004529108136578383,0.47712111473083496,0.00011513799428939819,0.4772362527251244
313,20,9,0.004521867351553772,0.48404407501220703,0.00011534065008163452,0.48415941566228865
314,20,10,0.004514661183864803,0.4787648320198059,0.00011557290703058243,0.4788804049268365
315,20,11,0.004507489358552088,0.4800829291343689,0.00011573271453380584,0.4801986618489027
316,20,12,0.004500351603704096,0.4812265634536743,0.00011591336131095887,0.48134247681498527
317,20,13,0.004493247650413843,0.4715932011604309,0.00011612062901258469,0.47170932178944347
318,20,14,0.0044861772327363545,0.4689028859138489,0.00011639373004436493,0.4690192796438932
